music_index,album_index,singer_index,singer,song,album,lyrics,genre,music_titme,album_released,time,activity,emotion
33418791,10593978,100168,YB,SILENCE,모범택시 OST Part.1,가슴속에 슬픔의 칼이 돋을 때 어디에도 기댈 곳이 나 없을 때 고통을 참는다 난 오늘밤 Silence 더럽혀진 세상은 변하지 않아 탐욕으로 이미 무너져 버렸어 하지만 지켜봐 널 위해 Silence I wanna be your fighter in this dirty world 아직 너의 꿈이 살아 숨을 쉬잖니 I wanna be your fighter in this broken world 아직 너의 꿈들이 너의 세상이 Now I can say hey stop I say you surrender I say you are done I say you surrender 마지막잔이 눈물처럼 차올라 울지마라 그대여 잔인한 내 미소는 silence I wanna be your fighter in this dirty world 아직 너의 꿈이 살아 숨을,록/메탈,205,2021-04-16,겨울_저녁,차량/운전중,사랑
33411429,10592121,861436,세븐틴,Not Alone,Not Alone,   유메노나카 보쿠오 요부코에가시테 메오사마시타   소바니 앗타하즈노 타이세츠나모노 우시낫타 키가시테사    비보우로쿠오 욘데미타리     니지무유우히 나가메테 코나이다레카오 맛테미타리   다케도 탓타히토츠 오보에테루 코토바가아루와스레나이데   히토리쟈나이   무네노나카 누쿠모리데 노콧테루요   심파이시나이데 야가테 요가아케    카나라즈 킷토 아에루하즈사     이츠모 소바니 이테쿠레타네     나미다난테 이라나이 닷테 히토리쟈나이  히토리쟈나이카라    돈나 스타토라인니 탓탓테   키미노 모토에 아루이테이쿠요    헤이코우센노 카베오코에 키오쿠니아루유메가  테오사시노베테쿠레루하즈사     히토리쟈나이     무네노나카 누쿠모리데 노콧테루요    심파이시나이데 야가테 요가아케     카나라즈 킷토 아에루하즈사     이츠모 소바니이테쿠레타네     나미다난테 이라나이 닷테 히토리쟈나이  히토리쟈나이카라                          ,J-POP,199,2021-04-15,여름_점심,차량/운전중,분노
33408379,10591554,100176,포맨,우린 아직 헤어지기 전,우린 아직 헤어지기 전,종일 너와 같은 이름을 수백 번 검색하고 함께 알던 친구에게서 너의 흔적을 찾아 네가 선물했던 우리 얘기를 닮은 노래와 매일 주고받던 비밀글 많이 사랑했던 그 날에 시간이 멈춰버린 이곳엔 우린 아직 헤어지기 전 아직 너를 놓아주기 전 오래된 그 사진들 속에 작은 떨림까지 다 그대로인데 너의 마음이 멀어지기 전 잡은 손을 놓아주기 전 지금 이곳엔 우린 아직 헤어지기 전 페이지를 뒤로 넘겨도 끝이 없는 우리와 둘만 알던 일기장 속엔 어제 같은 이야기 사진을 보다가 우리의 추억을 따라서 기억의 파도를 타고서 많이 그리웠던 그때로 다시 되돌아갈 것만 같아 우린 아직 헤어지기 전 아직 너를 놓아주기 전 오래된 그 사진들 속에 작은,발라드,230,2021-04-14,가을_새벽,산책/걷는중,슬픔
33411344,10592109,735094,김나영,봄 내음보다 너를,봄 내음보다 너를,너의 이름을 부르면 뒤돌아 꼭 안아주던 따뜻했던 너의 향기 어떤 봄 내음보다 여운이 길었던 너였어 아직 너를 너를 그리워해 여전히 넌 내 맘 깊은 곳에 너와 걷던 길목을 지나갈 때면 나는 고개를 떨구곤 해 비 오던 그 어느 날도 나보다 먼저 서있던 오래 기다렸다고 날 다그치지도 오히려 날 안아줬던 너 아직 너를 너를 그리워해 여전히 넌 내 맘 깊은 곳에 너와 걷던 길목을 지나갈 때면 나는 고개를 떨구곤 해 나의 모든 날에 넌 자연스럽게 처음부터 그 자리에 있던 것처럼 오래오래 간직할 거야 우리 함께했던 날 전부 우리 다시 다시 만나는 날 그땐 내가 먼저 달려갈게 표현하지 못했던 온 맘을 담아,발라드,218,2021-04-14,가을_새벽,휴식/수면,슬픔
33411358,10592111,2763943,김희재,따라따라와 (Prod. by 영탁),따라따라와,날 따라따라와 날 따라따라와 착한 척은 그만 예쁜 척도 그만 너도 이미 모두 알고 있잖아 그대만을 원해 바로 오늘 밤에 이젠 외로워할 필요 없는 걸 오 우리 사랑 One more time 숨이 차올 때까지 날 따라따라와 날 바라바라봐 너와 나 둘이서 또 밤새 춤추는 거야 꼭 잡고 따라와 꼭 나만 바라봐 이 밤이 새도록 난 너를 사랑할 거야 랄랄라라랄라 랄랄라라랄라 랄랄라랄랄랄랄라라라라 랄랄라라랄라 랄랄라라랄라 랄랄라랄랄랄랄라라라라 아닌 척은 그만 부끄러운 척 그만 너도 이미 생각하고 있잖아 그대만을 원해 바로 오늘 밤에 이제 우리 둘만의 시간인 걸 오 우리 사랑 One more time 숨이 차올 때까지 날 따라따라와 날 바라바라봐 너와 나 둘이서,성인가요/트로트,163,2021-04-14,겨울_아침,운동/훈련중,분노
33406437,10591071,1239352,고은성,Start over,Start Over,다시 시작하는 지금 나는 무엇을 생각하고 해야 하나 모든 게 기적처럼 이뤄진 때에도 그 때를 알 수 없이 보내버린 나  다시 시작하는 나의 마음 하고픈 일이 나의 길인가 모든 게 기적처럼 이뤄진 때에도 그 때를 알지 못 했던 나였는데  조용한 절망 속 나의 새로운 시작 두려운 출발대에 한 걸음 내디뎌 미랠 꿈꿔본다 하지만 당당히 나의 미랠 향하여 한 걸음 한 걸음 믿으며 저 무댈 향해 걸어간다  조용한 절망 속 나의 새로운 시작 두려운 출발대에 한 걸음 내디뎌 미랠 꿈꿔본다 하지만 당당히 나의 미랠 향하여 한 걸음 한 걸음 믿으며 저 무댈 향해 걸어간다  자신을 믿는 순간,클래식,237,2021-04-13,가을_새벽,휴식/수면,사랑
33406558,10591098,2645970,최유리,둘이,둘이,둘이 마주 보자 똑똑히 눈이 빨개지게 눈을 감으며 널 놓치지 않게 둘이 마주 보자 똑똑히 손을 마주 잡고 우린 나아질 거야 내 얘길 해줄 게 사실 나는 겁이 나 이렇게나 행복할 땐 내일을 무서워해 도망치려고만 해 넌 내가 어때 잡아줄래 내가 무서워 울 때 행복에 겁이 나서 그러니 날 잡아줄래 네가 그럴 때 조금 덜 도망갈 게 이기적이란 걸 알지만 계속해 널 사랑해도 돼 둘이 마주 보자 똑똑히 눈이 빨개지게 눈을 감아도 네가 보일 때쯤 그리 마주 보자 똑똑히 손을 마주 잡고 우린 나아질 거야 내 얘길 해줄 게 사실 나는 겁이 나 이렇게나 행복할 땐 내일을 무서워해 도망치려고만 해,인디음악,207,2021-04-13,봄_새벽,휴식/수면,분노
33408087,10591484,753762,영탁,고향 가는 날,사랑의 콜센타 PART50,내가 왔구나 이제 왔구나 사느라 잊고 지냈구나 엄마 같은 곳 그림 같은 곳 발길이 이끄는 이 곳 아 내 고향아 이쪽 저쪽 그대로구나 이리 봐도 좋고 저리 봐도 좋고 내 맘이 좋구나 사방이 다 좋다 너도 왔구나 오랜 벗이여 사느라 잊고 지냈구나 친구 같은 곳 쉼표 같은 곳 발길이 이끄는 이 곳 아 내 고향아 이쪽 저쪽 그대로구나 이리 봐도 좋고 저리 봐도 좋고 내 맘이 좋구나 사방이 다 좋다 아 내 고향아 이쪽 저쪽 그대로구나 이리 봐도 좋고 저리 봐도 좋고 내 맘이 좋구나 사방이 다 좋다 사방이 다 좋다,성인가요/트로트,197,2021-04-13,봄_새벽,휴식/수면,슬픔
33409548,10591800,160091,버즈,소년에게,소년에게,철모르고 만난 그때 영원히 함께하자 두 손 꼭 붙잡았지 다치고 아파도 우린 최고였잖아 젊음이 무기야 지금껏 참고 견뎠지 새로운 시작에 거침없었던 날들 용기만큼 배짱도 두둑했어 내 맘속 깊은 곳에 멜로디 찬란한 무대 위에 피날레 Dont be cry 더 크게 노래해봐 어린 날 내 꿈속에 메모리 귓가에 맴도는 네 목소리 Make me shine 별처럼 빛나는 멋진 네가 좋아 정답을 몰랐어 세상 앞에 맞설 때 두려움 까짓것 아무 문제도 없었지 인생의 벼랑 끝 기대어준 너잖아 어깨를 툭 치며 우린 남자가 됐어 내 맘속 깊은 곳에 멜로디 찬란한 무대 위에 피날레 Dont be cry 더 크게 노래해봐 어린 날 내 꿈속에 메모리 귓가에,록/메탈,226,2021-04-13,봄_아침,산책/걷는중,기쁨
33410939,10592010,205880,규현 (KYUHYUN),커피 (Coffee),커피 (Coffee),커피만 시킨 채 너는 관심 없어 봄볕 내리던 탁자에 괜한 날씨 얘기와 같이 싫어하던 친구의 소식도 꺼냈지 네 맘은 딴 곳인데 그 사람 얘기에 이제서야 웃는 너를 언제부터인지 사랑하고 있어 음 차가운 커피잔에 커피잔에 그 커피잔에 음음 아무런 향기가 없어 쓴 한 방울조차 요즘 멍 때리는 너를 보면 그 커피잔에 커피잔에 난 없어 심각한 얼굴로 할 말 있다 하면 넌 어떤 표정 지을까 고민 고민 하지만 너의 편한 사람 그거면 될 것 같은데 조금씩 시들해진 우리의 세상과 복잡해진 너의 하루 아무도 모르게 난 변했는데 음 차가운 커피잔에 커피잔에 그 커피잔에 음음 아무런 향기가 없어 쓴 한 방울조차 요즘 멍 때리는,발라드,222,2021-04-13,봄_저녁,산책/걷는중,슬픔
33403456,10590338,443420,박재범,SUMMERIDE,SUMMERIDE,몸이 지쳤을 때 밖을 바라봐 자연과 함께 하나가 돼버리네 설레이는 마음 내가 달려가 위치 보내면 oh oh Where u at Pick u up 올라타 딱이네 We can go anywhere Cruising everywhere 날씨도 최고네 분위기 거의 LA We can go anywhere Cruising everywhere Summertime We can play 고민 no 자유롭게 Girl open your window Summertime We can play 고민 no 자유롭게 Girl open your window Summertime yeah SUMMERIDE Summertime yeah SUMMERIDE Summertime yeah SUMMERIDE Steady in my Chevy Summertime yeah SUMMERIDE Summertime yeah SUMMERIDE Summertime yeah SUMMERIDE Steady in my Chevy 오랜만에 만난 여름날 Trailblazing through the streets 즐거운 이 느낌,R&B/Soul,218,2021-04-12,여름_저녁,산책/걷는중,안정
33405149,10590812,236815,다비치,그냥 안아달란 말야,그냥 안아달란 말야,며칠 밤을 생각해봤어 이대로 진짜 헤어지는 게 맞는지 우리 돌아섰던 날 동안 다 엉망이 됐어 네가 곁에 없어서 힘들었겠지 나도 그런 것 같아 꼭 그렇다고 다들 이렇게 서로 놓진 않으니까 그냥 안아달란 말야 달라진 일상과 너마저 없는 하루가 상상이 안 돼 한순간에 처음으로 돌아갈 수는 없겠지만 너만 거기 있다면 함께 한다면 다 상관없어 안아달란 말야 이기적이라는 거 알아 나를 더 이해해주기를 바랬어 못난 자존심을 앞세워 너의 한숨들을 모른 척 지나갔어 이제 와서야 내 맘도 알 것 같다는 너 힘들었겠다는 그 말에 불쑥 눈물이 나와서 그냥 안아달란 말야 달라진 일상과 너마저 없는 하루가 상상이 안 돼 한순간에 처음으로 돌아갈 수는 없겠지만,발라드,203,2021-04-12,가을_새벽,휴식/수면,안정
33406048,10591034,247639,SHINee (샤이니),같은 자리 (Area),Atlantis - The 7th Album Repackage,어두운 길 위로 희미한 불빛 여전히 잠들지 못한 밤 Tonight Oh night Starry night Ooh  채워지지가 않아 너의 빈자리 그날에 난 멈춰선 채 같은 Area 늘 같은 자리야 Ooh yeah  지워낼 수 없는 아픈 네 빈자리 더 지독히 짙게 남겨진 Area Ooh yeah The night is never gonna be the same yeah  스쳐 지난 잔상 다시 네가 보여 가만히 날 보고 웃어 Uh yeah 멍하니 있던 몸을 움직여 한 걸음 뒤 넌 사라져 손엔 잡히지 않는 너 Na na na  채워지지가 않아 너의 빈자리 그날에 난 멈춰선 채 같은 Area 늘 같은 자리야 Ooh yeah ,R&B/Soul,208,2021-04-12,여름_새벽,차량/운전중,슬픔
33398835,10589330,764646,Doja Cat,Kiss Me More (Feat. SZA),Kiss Me More (Feat. SZA),We hug and yes we make love And always just say Goodnight Lalala lalala And we cuddle sure I do love it But I need your lips on mine  Chorus Doja Cat Can you kiss me more Were so young boy we aint got nothin to lose uhoh Its just principle Baby hold me cause I like the way you groove uhoh  PostChorus Doja Cat Boy you write your name I can do the same Oh I love the taste lalala lala All on my tongue I want it Lalala lala Boy you write your name I can,POP,209,2021-04-09,봄_점심,차량/운전중,슬픔
33402760,10590133,325867,Taylor Swift,Fearless (Taylor’s Version),Fearless (Taylor's Version),Theres something bout the way The street looks when its just rained Theres a glow off the pavement you walk me to the car And you know I wanna ask you to dance right there In the middle of the parking lot yeah Oh yeah Were driving down the road I wonder if you know Im trying so hard not to get caught up now But youre just so cool run your hands through your hair Absentmindedly making me want you And I dont know how it gets better than this You take my hand and drag me head first,컨트리,242,2021-04-09,봄_점심,산책/걷는중,분노
33397561,10589127,2899290,STAYC(스테이씨),ASAP,STAYDOM,STAYC girls its going down Time is running boy 그건 누구에겐 돈 You know Im so dope 더는 못 기다려 줘 원래 나는 좀 참을성이 없는 몸 솔직한 게 좋은 걸 But you gotta know yeah e yeah 달콤하기만 해도 싫어 So check it 매너 좋은 거 착한 거는 나도 구분해 e yeah 순간 반짝할 거면 시작도 않는 걸 Sometimes 내가 생각해도 I think Im really cool ASAP 내 반쪽 아니 완전 Copy 나와 똑같아 내 맘 잘 알아줄 ASAP 꼭 닮은 내 Decalcomanie 눈앞에 나타나 줘 ASAP whoo woo woo woo ASAP whoo woo woo woo 눈앞에 눈앞에 나타나,댄스,195,2021-04-08,여름_아침,차량/운전중,분노
33386371,10586388,2639564,정효빈,대화가 필요해 (Inst.),대화가 필요해,또 왜 그러는데 뭐가 못마땅한데 할 말 있으면 터놓고 말해봐 너 많이 변했어 내가 뭘 어쨌는데 첨엔 안 그랬는데 첨에 어땠었는데 요새는 내가 하는 말투랑 화장과 머리 옷 입는 것까지 다 짜증 나나 봐 그건 네 생각이야 우리 서로 사랑한 지도 어느덧 개월 매일 보는 얼굴 싫증도 나겠지 나도 너처럼 나 좋다는 사람 많이 줄 섰어 간다는 사람 잡지 않아 어디 한번 잘해봐 근데 그놈의 정이 뭔지 내 뜻대로 안 돼 맘은 끝인데 몸이 따르질 않아 아마 이런 게 사랑인가 봐 널 사랑하나 봐 지금부터 내 말을 들어봐 넌 집착이 심해 그건 집착이 아냐 나를 너무너무 구속해 그럼 너도 나를,포크/블루스,240,2021-04-04,여름_새벽,산책/걷는중,열정적
